OGC_FID,OSM_ID,OSM_WAY_ID,NAME,TYPE,AEROWAY,AMENITY,ADMIN_LEVE,BARRIER,BOUNDARY,BUILDING,CRAFT,GEOLOGICAL,HISTORIC,LAND_AREA,LANDUSE,LEISURE,MAN_MADE,MILITARY,NATURAL,OFFICE,PLACE,SHOP,SPORT,TOURISM,OTHER_TAGS
1164,,220572015,Jeevan Jyoti English Boarding School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""350"", ""building_count""=>""2"", ""personnel:count""=>""35"""
1165,,220572016,Laligurans National Academy,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""500"", ""building_count""=>""2"", ""personnel:count""=>""42"""
1166,,220572018,Manmaiju Secondary School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""government"", ""student:count""=>""500"", ""building_count""=>""2"", ""personnel:count""=>""27"""
1167,,220572019,Peace Land Academy,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""350"", ""building_count""=>""2"", ""personnel:count""=>""22"""
1168,,220572020,Shree Maan Singh Dharna Secondary School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""higher_secondary"", ""operator:type""=>""government"", ""student:count""=>""900"", ""building_count""=>""6"", ""personnel:count""=>""46"""
1169,,220572021,Shuvakamana English Boarding School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""330"", ""building_count""=>""1"", ""personnel:count""=>""20"""
1171,,220577239,Blue Horizon Academy,,,school,,,,,,,,,,,,,,,,,,,"""phone""=>""01-4432797"", ""isced:level""=>""primary"", ""operator:type""=>""private"", ""student:count""=>""65"", ""building_count""=>""1"", ""personnel:count""=>""10"""
1172,,220577240,Durga Bhawani Academy,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""350"", ""building_count""=>""4"", ""personnel:count""=>""30"""
1173,,220577242,Happy Feet Montessori,,,kindergarten,,,,,,,,,,,,,,,,,,,"""email""=>""happyfeet414@gmail.com"", ""phone""=>""01-4431964"", ""isced:level""=>""kindergarten"", ""operator:type""=>""private"", ""student:count""=>""46"", ""building_count""=>""3"", ""personnel:count""=>""13"""
1174,,220577244,New Millennium College,,,college,,,,,,,,,,,,,,,,,,,"""phone""=>""01-4427987, 4418585"", ""website""=>""www.nema.edu.np"", ""isced:level""=>""college"", ""contact:email""=>""nmahss@wlink.com.np"", ""operator:type""=>""private"", ""student:count""=>""500"", ""building_count""=>""3"", ""personnel:count""=>""45"""
